Titulo de la iniciativa,Descripcin detallada,Ubicacin aproximada (si aplica).lat,Ubicacin aproximada (si aplica).lon,Direccin o referencias,Es un ofrecimiento individual o de grupo,Tareas realizadas y pendientes sobre este posteo,Categoria,Sector,Foto / Volante,Video (opcional),(Oferente) Nombre de la organizacion o persona referente,(Oferente) Email,(Oferente) Telefono,"(Oferente) Web, Twitter, Grupo Whatsapp, Telegram, y otras redes",(Oferente) Informacion adicional de la organizacion o areas en las que requiere apoyo,Fuente,Link a la fuente,Conexiones o colaboraciones,Acuerdo de consentimiento,Inicio de vigencia de la iniciativa,Fin de vigencia de la iniciativa,ODS Relacionados
RED - TECHO - OLLA POPULAR Virgen de Schoenstatt,Puntos de higiene:2 - Alcance: 340 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.178421,-57.4602881,LIMPIO Montaña Alta Virgen de Schoenstatt,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Cristo Vive,Puntos de higiene:1 - Alcance: 268 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1769371,-57.4597464,LIMPIO Montaña Alta Cristo Vive,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Caacupemi,Puntos de higiene:1 - Alcance: 184 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1143528,-57.4775839,LIMPIO Piquete Cue Caacupemi,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR El triunfo,Puntos de higiene:3 - Alcance: 616 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.134111,-57.473667,LIMPIO Rincon del peñon El triunfo,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR MILAGROS I,Puntos de higiene:1 - Alcance: 68 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1270617,-57.4603182,LIMPIO Rincon del Peñon 15 de Agosto MILAGROS I,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Divino Niño Jesus 2,Puntos de higiene:3 - Alcance: 548 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.124778,-57.467694,LIMPIO Rincon del Peñon 15 de Agosto Divino Niño Jesus 2,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR EL PEÑON,Puntos de higiene:2 - Alcance: 332 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1567879,-57.4540738,LIMPIO Salado EL PEÑON,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Saladito,Puntos de higiene:3 - Alcance: 760 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1567879,-57.4540738,LIMPIO Salado Saladito,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR CARMEN SOLER,Puntos de higiene:4 - Alcance: 936 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.167398,-57.452697,LIMPIO Salado CARMEN SOLER,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Oga Rekavo,Puntos de higiene:1 - Alcance: 160 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2641423,-57.4514295,LUQUE Cañada Garay Oga Rekavo,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  AZUL Y ORO,Puntos de higiene:1 - Alcance: 212 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.274861,-57.431806,LUQUE Cañada Garay AZUL Y ORO,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR ALIANZA UNIDA,Puntos de higiene:3 - Alcance: 588 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.304889,-57.473722,LUQUE Cañada San Rafael ALIANZA UNIDA,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Guillermina dure,Puntos de higiene:3 - Alcance: 760 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.3097675,-57.4713059,Luque Cañada San Rafael Guillermina dure,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Juana Maria de Lara,Puntos de higiene:1 - Alcance: 88 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2893056,-57.451022,LUQUE Costa Sosa Juana Maria de Lara,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  9 de mayo,Puntos de higiene:1 - Alcance: 180 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.3022778,-57.4591331,Luque Costa Sosa 9 de mayo,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR PORVENIR SANTA CATALINA - IB,Puntos de higiene:1 - Alcance: 116 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.3114761,-57.4961734,LUQUE Isla Bogado PORVENIR SANTA CATALINA IB,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Territorio Social Por una Sonrisa,Puntos de higiene:2 - Alcance: 340 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2884335,-57.4952506,Luque Isla Bogado Territorio Social Por una Sonrisa,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR 24 de Octubre,Puntos de higiene:4 - Alcance: 840 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.3109675,-57.5619631,LUQUE Isla Bogado 24 de Octubre,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR San Jorge,Puntos de higiene:2 - Alcance: 352 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.3139283,-57.4805289,LUQUE Isla Bogado San Jorge,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Asentamiento Renacer,Puntos de higiene:1 - Alcance: 148 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.3115166,-57.4957384,Luque isla bogado tercera compañía Asentamiento Renacer,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR SANTA CATALINA,Puntos de higiene:1 - Alcance: 104 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2218249,-57.4691719,LUQUE Itapuami SANTA CATALINA,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR NUEVO HORIZONTE,Puntos de higiene:1 - Alcance: 120 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.224852,-57.4697095,LUQUE Itapuami NUEVO HORIZONTE,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR SAN MARTIN,Puntos de higiene:1 - Alcance: 228 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2085556,-57.4493585,LUQUE Itapuami SAN MARTIN,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR DIVINO NIÑO JESUS,Puntos de higiene:3 - Alcance: 424 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2240278,-57.4679943,LUQUE Itapuami DIVINO NIÑO JESUS,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR LA PIEDAD,Puntos de higiene:3 - Alcance: 456 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2331389,-57.4628355,LUQUE Itapuami LA PIEDAD,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  12DE Octubre,Puntos de higiene:2 - Alcance: 480 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2247222,-57.4514109,LUQUE Itapuami 12DE Octubre,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR 2 de Noviembre,Puntos de higiene:3 - Alcance: 776 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.22181,-57.465376,LUQUE Itapuami 2 de Noviembre,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  Asentamiento Cable guy,Puntos de higiene:2 - Alcance: 2000 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2985834,-57.4781366,LUQUE makai Asentamiento Cable guy,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR VIRGEN DE CAACUPE,Puntos de higiene:4 - Alcance: 1000 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2911389,-57.452022,LUQUE Marambure VIRGEN DE CAACUPE,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  MARIA AUXILIADORA,Puntos de higiene:1 - Alcance: 132 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2424722,-57.4569109,LUQUE Marin Ka´aguy MARIA AUXILIADORA,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Cerro Cora,Puntos de higiene:4 - Alcance: 816 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2266389,-57.4737165,LUQUE Mora Cue Cerro Cora,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  Yva Povondy,Puntos de higiene:1 - Alcance: 72 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2083833,-57.4199517,LUQUE Tarumandy Yva Povondy,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  TARUMANDY-MI,Puntos de higiene:1 - Alcance: 140 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2180833,-57.4168831,LUQUE Tarumandy TARUMANDY-MI,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  INDEPENDENCIA 1,Puntos de higiene:1 - Alcance: 284 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2333668,-57.4901855,LUQUE Tarumandy INDEPENDENCIA 1,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR INDEPENDENCIA II,Puntos de higiene:2 - Alcance: 520 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.236,-57.420367,LUQUE Tarumandy INDEPENDENCIA II,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR TARUMA POTY,Puntos de higiene:3 - Alcance: 600 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.22006,-57.420329,LUQUE Tarumandy TARUMA POTY,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR 8de Diciembre/Nueva Asuncion,Puntos de higiene:3 - Alcance: 720 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2292066,-57.3965252,LUQUE Tarumandy 8de Diciembre/Nueva Asuncion,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR 1RO DE JULIO,Puntos de higiene:4 - Alcance: 1600 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2378611,-57.4369665,LUQUE Tarumandy 1RO DE JULIO,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR San Blas,Puntos de higiene:1 - Alcance: 120 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2613056,-57.4779736,LUQUE Yka´a San Blas,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR PAZ DEL CHACO,Puntos de higiene:4 - Alcance: 944 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2585405,-57.5399738,LUQUE Yka´a PAZ DEL CHACO,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR SAN PEDRO II,Puntos de higiene:3 - Alcance: 560 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2489643,-57.5573509,LUQUE Ykua karanda´y SAN PEDRO II,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR 16 de Julio,Puntos de higiene:4 - Alcance: 800 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2171307,-57.4917002,LUQUE Ykua karanda´y 16 de Julio,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Territorio social Nueva Esperanza,Puntos de higiene:1 - Alcance: 128 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2557503,-57.4840722,Luque Territorio social Nueva Esperanza Territorio social Nueva Esperanza,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR 4C,Puntos de higiene:1 - Alcance: 148 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2181346,-57.475137,LUQUE Itapuami 4C,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR SOL NACIENTE,Puntos de higiene:2 - Alcance: 400 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.5336884,-57.5491992,VILLETA SOL NACIENTE SOL NACIENTE,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  24 de Agosto,Puntos de higiene:3 - Alcance: 1880 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.5076667,-57.517272,VILLETA 24 de Agosto 24 de Agosto,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  Asentamientos Rivereños San Rafael,Puntos de higiene:1 - Alcance: 372 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1841755,-57.542903,MRA Asentamientos Rivereños San Rafael Asentamientos Rivereños San Rafael,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  Unidos 2,Puntos de higiene:1 - Alcance: 544 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1821018,-57.5367992,MRA Unidos 2 Unidos 2,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  Nuevo Amanecer,Puntos de higiene:2 - Alcance: 696 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1873345,-57.4417993,Limpio Nuevo Amanecer Nuevo Amanecer,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  El Portal,Puntos de higiene:1 - Alcance: 1208 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.43375,-57.4350858,JA Saldivar El Portal El Portal,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
